date,datetime,channel,promo_title,recommended_position,recommended_offset_minutes,uplift_if_optimised,slm_scheduler_output,should_move,move_probability,predicted_uplift
2018-07-23,2018-07-23 06:46:10,Viasat History CEE,VW02684,keep,0,0.0,Keep 'VW02684' as scheduled at 06:46. Current placement is acceptable. Estimated effectiveness 29.4/100.,0,0.4752,0.0
2018-07-23,2018-07-23 06:46:25,Viasat History CEE,VW02733,keep,0,5.12,Keep 'VW02733' as scheduled at 06:46. Current placement is acceptable. Estimated effectiveness 29.2/100.,0,0.4752,0.0
2018-07-23,2018-07-23 06:46:55,Viasat History CEE,VW02730,keep,0,0.28,Keep 'VW02730' as scheduled at 06:46. Current placement is acceptable. Estimated effectiveness 34.0/100.,0,0.4752,0.0
2018-07-23,2018-07-23 06:47:25,Viasat History CEE,VW02717,keep,0,2.57,Keep 'VW02717' as scheduled at 06:47. Current placement is acceptable. Estimated effectiveness 31.8/100.,0,0.4752,0.0
2018-07-23,2018-07-23 06:47:55,Viasat History CEE,IWHIS134,keep,0,4.34,Keep 'IWHIS134' as scheduled at 06:47. Current placement is acceptable. Estimated effectiveness 30.0/100.,0,0.4752,0.0
2018-07-23,2018-07-23 06:48:05,Viasat History CEE,VWOPIN,keep,0,2.21,Keep 'VWOPIN' as scheduled at 06:48. Current placement is acceptable. Estimated effectiveness 29.1/100.,0,0.4752,0.0
2018-07-23,2018-07-23 07:04:33,Viasat History CEE,,keep,0,,Keep 'nan' as scheduled at 07:04. Current placement is acceptable. Estimated effectiveness nan/100.,0,0.4752,0.0
2018-07-23,2018-07-23 07:04:33,Viasat History CEE,VWOPOUT,keep,0,2.77,Keep 'VWOPOUT' as scheduled at 07:04. Current placement is acceptable. Estimated effectiveness 26.9/100.,0,0.4752,0.0
2018-07-23,2018-07-23 07:04:34,Viasat History CEE,VW02684,keep,0,1.87,Keep 'VW02684' as scheduled at 07:04. Current placement is acceptable. Estimated effectiveness 22.6/100.,0,0.4752,0.0
2018-07-23,2018-07-23 07:04:49,Viasat History CEE,VW02733,move_to_early_prime,30,9.76,Move 'VW02733' from 07:04 to move to early prime (+30 min). Estimated uplift 9.8 points from 23.0 to 32.7.,0,0.4752,0.0
2018-07-23,2018-07-23 07:05:19,Viasat History CEE,VW02730,keep,0,1.03,Keep 'VW02730' as scheduled at 07:05. Current placement is acceptable. Estimated effectiveness 31.7/100.,0,0.4752,0.0
2018-07-23,2018-07-23 07:05:49,Viasat History CEE,VW02717,move_to_early_prime,30,9.79,Move 'VW02717' from 07:05 to move to early prime (+30 min). Estimated uplift 9.8 points from 22.9 to 32.7.,0,0.4752,0.0
2018-07-23,2018-07-23 07:06:19,Viasat History CEE,IWHIS134,move_to_early_prime,30,8.3,Move 'IWHIS134' from 07:06 to move to early prime (+30 min). Estimated uplift 8.3 points from 24.4 to 32.7.,0,0.4752,0.0
2018-07-23,2018-07-23 07:06:29,Viasat History CEE,VWOPIN,keep,0,7.5,Keep 'VWOPIN' as scheduled at 07:06. Current placement is acceptable. Estimated effectiveness 22.2/100.,0,0.4752,0.0
2018-07-23,2018-07-23 07:22:21,Viasat History CEE,,keep,0,,Keep 'nan' as scheduled at 07:22. Current placement is acceptable. Estimated effectiveness nan/100.,0,0.4752,0.0
2018-07-23,2018-07-23 07:22:21,Viasat History CEE,VWOPOUT,keep,0,5.85,Keep 'VWOPOUT' as scheduled at 07:22. Current placement is acceptable. Estimated effectiveness 22.3/100.,0,0.4752,0.0
2018-07-23,2018-07-23 07:22:22,Viasat History CEE,VW02684,keep,0,5.42,Keep 'VW02684' as scheduled at 07:22. Current placement is acceptable. Estimated effectiveness 17.4/100.,0,0.4752,0.0
2018-07-23,2018-07-23 07:22:37,Viasat History CEE,VW02733,keep,0,4.82,Keep 'VW02733' as scheduled at 07:22. Current placement is acceptable. Estimated effectiveness 26.3/100.,0,0.4752,0.0
2018-07-23,2018-07-23 07:23:07,Viasat History CEE,VW02730,keep,0,7.6,Keep 'VW02730' as scheduled at 07:23. Current placement is acceptable. Estimated effectiveness 23.5/100.,0,0.4752,0.0
2018-07-23,2018-07-23 07:23:37,Viasat History CEE,VW02717,keep,0,6.8,Keep 'VW02717' as scheduled at 07:23. Current placement is acceptable. Estimated effectiveness 24.3/100.,0,0.4752,0.0
2018-07-23,2018-07-23 07:24:07,Viasat History CEE,IWHIS134,move_to_early_prime,30,8.14,Move 'IWHIS134' from 07:24 to move to early prime (+30 min). Estimated uplift 8.1 points from 23.0 to 31.1.,0,0.4752,0.0
2018-07-23,2018-07-23 07:24:17,Viasat History CEE,VWOPIN,move_to_early_prime,30,25.36,Move 'VWOPIN' from 07:24 to move to early prime (+30 min). Estimated uplift 25.4 points from 0.0 to 25.4.,0,0.4752,0.0
2018-07-23,2018-07-23 08:00:48,Viasat History CEE,,keep,0,,Keep 'nan' as scheduled at 08:00. Current placement is acceptable. Estimated effectiveness nan/100.,0,0.4752,0.0
2018-07-23,2018-07-23 08:00:48,Viasat History CEE,VWOPOUT,keep,0,4.9,Keep 'VWOPOUT' as scheduled at 08:00. Current placement is acceptable. Estimated effectiveness 21.6/100.,0,0.4752,0.0
2018-07-23,2018-07-23 08:00:49,Viasat History CEE,VW02684,keep,0,3.28,Keep 'VW02684' as scheduled at 08:00. Current placement is acceptable. Estimated effectiveness 18.0/100.,0,0.4752,0.0
2018-07-23,2018-07-23 08:01:04,Viasat History CEE,VW02733,keep,0,4.97,Keep 'VW02733' as scheduled at 08:01. Current placement is acceptable. Estimated effectiveness 24.6/100.,0,0.4752,0.0
2018-07-23,2018-07-23 08:01:34,Viasat History CEE,VW02730,move_to_early_prime,30,9.13,Move 'VW02730' from 08:01 to move to early prime (+30 min). Estimated uplift 9.1 points from 20.4 to 29.5.,0,0.4752,0.0
2018-07-23,2018-07-23 08:02:04,Viasat History CEE,VW02717,move_to_early_prime,30,8.73,Move 'VW02717' from 08:02 to move to early prime (+30 min). Estimated uplift 8.7 points from 20.8 to 29.5.,0,0.4752,0.0
2018-07-23,2018-07-23 08:02:34,Viasat History CEE,IWHIS134,keep,0,5.64,Keep 'IWHIS134' as scheduled at 08:02. Current placement is acceptable. Estimated effectiveness 23.9/100.,0,0.4752,0.0
2018-07-23,2018-07-23 08:02:44,Viasat History CEE,VWOPIN,keep,0,6.33,Keep 'VWOPIN' as scheduled at 08:02. Current placement is acceptable. Estimated effectiveness 20.2/100.,0,0.4752,0.0
2018-07-23,2018-07-23 08:18:53,Viasat History CEE,,keep,0,,Keep 'nan' as scheduled at 08:18. Current placement is acceptable. Estimated effectiveness nan/100.,0,0.4752,0.0
2018-07-23,2018-07-23 08:18:53,Viasat History CEE,VWOPOUT,move_to_early_prime,30,9.41,Move 'VWOPOUT' from 08:18 to move to early prime (+30 min). Estimated uplift 9.4 points from 15.5 to 24.9.,0,0.4752,0.0
2018-07-23,2018-07-23 08:18:54,Viasat History CEE,VW02684,move_to_early_prime,30,10.24,Move 'VW02684' from 08:18 to move to early prime (+30 min). Estimated uplift 10.2 points from 9.4 to 19.6.,0,0.4752,0.0
2018-07-23,2018-07-23 08:19:09,Viasat History CEE,VW02733,move_to_early_prime,30,14.82,Move 'VW02733' from 08:19 to move to early prime (+30 min). Estimated uplift 14.8 points from 13.1 to 27.9.,0,0.4752,0.0
2018-07-23,2018-07-23 08:19:39,Viasat History CEE,VW02730,move_to_early_prime,30,25.16,Move 'VW02730' from 08:19 to move to early prime (+30 min). Estimated uplift 25.2 points from 0.0 to 25.2.,0,0.4752,0.0
2018-07-23,2018-07-23 08:20:09,Viasat History CEE,VW02717,move_to_early_prime,30,9.67,Move 'VW02717' from 08:20 to move to early prime (+30 min). Estimated uplift 9.7 points from 18.2 to 27.9.,0,0.4752,0.0
2018-07-23,2018-07-23 08:20:39,Viasat History CEE,IWHIS134,keep,0,6.18,Keep 'IWHIS134' as scheduled at 08:20. Current placement is acceptable. Estimated effectiveness 21.7/100.,0,0.4752,0.0
2018-07-23,2018-07-23 08:20:49,Viasat History CEE,VWOPIN,keep,0,4.9,Keep 'VWOPIN' as scheduled at 08:20. Current placement is acceptable. Estimated effectiveness 20.0/100.,0,0.4752,0.0
2018-07-23,2018-07-23 08:36:56,Viasat History CEE,,keep,0,,Keep 'nan' as scheduled at 08:36. Current placement is acceptable. Estimated effectiveness nan/100.,0,0.4752,0.0
2018-07-23,2018-07-23 08:36:56,Viasat History CEE,VWOPOUT,keep,0,0.0,Keep 'VWOPOUT' as scheduled at 08:36. Current placement is acceptable. Estimated effectiveness 36.9/100.,0,0.4752,0.0
2018-07-23,2018-07-23 08:36:57,Viasat History CEE,VW02684,keep,0,0.0,Keep 'VW02684' as scheduled at 08:36. Current placement is acceptable. Estimated effectiveness 29.4/100.,0,0.4752,0.0
2018-07-23,2018-07-23 08:37:12,Viasat History CEE,VW02733,keep,0,5.91,Keep 'VW02733' as scheduled at 08:37. Current placement is acceptable. Estimated effectiveness 31.6/100.,0,0.4752,0.0
2018-07-23,2018-07-23 08:37:42,Viasat History CEE,VW02730,keep,0,0.37,Keep 'VW02730' as scheduled at 08:37. Current placement is acceptable. Estimated effectiveness 37.1/100.,0,0.4752,0.0
2018-07-23,2018-07-23 08:38:12,Viasat History CEE,VW02717,keep,0,0.0,Keep 'VW02717' as scheduled at 08:38. Current placement is acceptable. Estimated effectiveness 40.7/100.,0,0.4752,0.0
2018-07-23,2018-07-23 08:38:42,Viasat History CEE,IWHIS134,keep,0,1.13,Keep 'IWHIS134' as scheduled at 08:38. Current placement is acceptable. Estimated effectiveness 36.4/100.,0,0.4752,0.0
2018-07-23,2018-07-23 08:38:52,Viasat History CEE,VWOPIN,keep,0,0.0,Keep 'VWOPIN' as scheduled at 08:38. Current placement is acceptable. Estimated effectiveness 37.7/100.,0,0.4752,0.0
2018-07-23,2018-07-23 08:50:39,Viasat History CEE,,keep,0,,Keep 'nan' as scheduled at 08:50. Current placement is acceptable. Estimated effectiveness nan/100.,0,0.4752,0.0
2018-07-23,2018-07-23 08:50:39,Viasat History CEE,VWOPOUT,keep,0,0.41,Keep 'VWOPOUT' as scheduled at 08:50. Current placement is acceptable. Estimated effectiveness 32.5/100.,0,0.4752,0.0
2018-07-23,2018-07-23 08:50:40,Viasat History CEE,VW02684,keep,0,0.0,Keep 'VW02684' as scheduled at 08:50. Current placement is acceptable. Estimated effectiveness 30.9/100.,0,0.4752,0.0
2018-07-23,2018-07-23 08:50:55,Viasat History CEE,VW02733,keep,0,0.0,Keep 'VW02733' as scheduled at 08:50. Current placement is acceptable. Estimated effectiveness 39.9/100.,0,0.4752,0.0
2018-07-23,2018-07-23 08:51:25,Viasat History CEE,VW02730,keep,0,4.12,Keep 'VW02730' as scheduled at 08:51. Current placement is acceptable. Estimated effectiveness 31.8/100.,0,0.4752,0.0
2018-07-23,2018-07-23 08:51:55,Viasat History CEE,VW02717,keep,0,0.73,Keep 'VW02717' as scheduled at 08:51. Current placement is acceptable. Estimated effectiveness 35.2/100.,0,0.4752,0.0
2018-07-23,2018-07-23 08:52:25,Viasat History CEE,IWHIS134,keep,0,1.81,Keep 'IWHIS134' as scheduled at 08:52. Current placement is acceptable. Estimated effectiveness 34.1/100.,0,0.4752,0.0
2018-07-23,2018-07-23 08:52:35,Viasat History CEE,VWOPIN,keep,0,1.49,Keep 'VWOPIN' as scheduled at 08:52. Current placement is acceptable. Estimated effectiveness 31.4/100.,0,0.4752,0.0
2018-07-23,2018-07-23 09:14:54,Viasat History CEE,,keep,0,,Keep 'nan' as scheduled at 09:14. Current placement is acceptable. Estimated effectiveness nan/100.,0,0.4752,0.0
2018-07-23,2018-07-23 09:14:54,Viasat History CEE,VWOPOUT,keep,0,4.3,Keep 'VWOPOUT' as scheduled at 09:14. Current placement is acceptable. Estimated effectiveness 27.0/100.,0,0.4752,0.0
2018-07-23,2018-07-23 09:14:55,Viasat History CEE,VW02684,keep,0,4.09,Keep 'VW02684' as scheduled at 09:14. Current placement is acceptable. Estimated effectiveness 21.9/100.,0,0.4752,0.0
2018-07-23,2018-07-23 09:15:10,Viasat History CEE,VW02733,keep,0,3.03,Keep 'VW02733' as scheduled at 09:15. Current placement is acceptable. Estimated effectiveness 31.3/100.,0,0.4752,0.0
2018-07-23,2018-07-23 09:15:40,Viasat History CEE,VW02730,keep,0,2.04,Keep 'VW02730' as scheduled at 09:15. Current placement is acceptable. Estimated effectiveness 32.3/100.,0,0.4752,0.0
2018-07-23,2018-07-23 09:16:10,Viasat History CEE,VW02717,keep,0,1.23,Keep 'VW02717' as scheduled at 09:16. Current placement is acceptable. Estimated effectiveness 33.1/100.,0,0.4752,0.0
2018-07-23,2018-07-23 09:16:40,Viasat History CEE,IWHIS134,keep,0,2.48,Keep 'IWHIS134' as scheduled at 09:16. Current placement is acceptable. Estimated effectiveness 31.8/100.,0,0.4752,0.0
2018-07-23,2018-07-23 09:16:50,Viasat History CEE,VWOPIN,keep,0,0.0,Keep 'VWOPIN' as scheduled at 09:16. Current placement is acceptable. Estimated effectiveness 32.9/100.,0,0.4752,0.0
2018-07-24,2018-07-24 06:00:00,Viasat History CEE,IWHIS132,keep,0,3.84,Keep 'IWHIS132' as scheduled at 06:00. Current placement is acceptable. Estimated effectiveness 27.9/100.,0,0.4752,0.0
2018-07-24,2018-07-24 06:46:09,Viasat History CEE,,keep,0,,Keep 'nan' as scheduled at 06:46. Current placement is acceptable. Estimated effectiveness nan/100.,0,0.4752,0.0
2018-07-24,2018-07-24 06:46:09,Viasat History CEE,VWOPOUT,keep,0,7.16,Keep 'VWOPOUT' as scheduled at 06:46. Current placement is acceptable. Estimated effectiveness 21.6/100.,0,0.4752,0.0
2018-07-24,2018-07-24 06:46:10,Viasat History CEE,VW02684,keep,0,4.0,Keep 'VW02684' as scheduled at 06:46. Current placement is acceptable. Estimated effectiveness 19.5/100.,0,0.4752,0.0
2018-07-24,2018-07-24 06:46:25,Viasat History CEE,VW02733,keep,0,6.38,Keep 'VW02733' as scheduled at 06:46. Current placement is acceptable. Estimated effectiveness 25.4/100.,0,0.4752,0.0
2018-07-24,2018-07-24 06:46:55,Viasat History CEE,VW02730,keep,0,4.92,Keep 'VW02730' as scheduled at 06:46. Current placement is acceptable. Estimated effectiveness 26.8/100.,0,0.4752,0.0
2018-07-24,2018-07-24 06:47:25,Viasat History CEE,VW02717,keep,0,4.41,Keep 'VW02717' as scheduled at 06:47. Current placement is acceptable. Estimated effectiveness 27.3/100.,0,0.4752,0.0
2018-07-24,2018-07-24 06:47:55,Viasat History CEE,IWHIS134,keep,0,2.29,Keep 'IWHIS134' as scheduled at 06:47. Current placement is acceptable. Estimated effectiveness 29.4/100.,0,0.4752,0.0
2018-07-24,2018-07-24 06:48:05,Viasat History CEE,VWOPIN,keep,0,7.78,Keep 'VWOPIN' as scheduled at 06:48. Current placement is acceptable. Estimated effectiveness 21.0/100.,0,0.4752,0.0
2018-07-24,2018-07-24 07:04:33,Viasat History CEE,,keep,0,,Keep 'nan' as scheduled at 07:04. Current placement is acceptable. Estimated effectiveness nan/100.,0,0.4752,0.0
2018-07-24,2018-07-24 07:04:33,Viasat History CEE,VWOPOUT,keep,0,4.34,Keep 'VWOPOUT' as scheduled at 07:04. Current placement is acceptable. Estimated effectiveness 22.8/100.,0,0.4752,0.0
2018-07-24,2018-07-24 07:04:34,Viasat History CEE,VW02684,move_to_early_prime,30,9.89,Move 'VW02684' from 07:04 to move to early prime (+30 min). Estimated uplift 9.9 points from 12.0 to 21.9.,0,0.4752,0.0
2018-07-24,2018-07-24 07:04:49,Viasat History CEE,VW02733,keep,0,6.45,Keep 'VW02733' as scheduled at 07:04. Current placement is acceptable. Estimated effectiveness 23.7/100.,0,0.4752,0.0
2018-07-24,2018-07-24 07:05:19,Viasat History CEE,VW02730,move_to_early_prime,30,8.16,Move 'VW02730' from 07:05 to move to early prime (+30 min). Estimated uplift 8.2 points from 22.0 to 30.1.,0,0.4752,0.0
2018-07-24,2018-07-24 07:05:49,Viasat History CEE,VW02717,keep,0,4.34,Keep 'VW02717' as scheduled at 07:05. Current placement is acceptable. Estimated effectiveness 25.8/100.,0,0.4752,0.0
2018-07-24,2018-07-24 07:06:19,Viasat History CEE,IWHIS134,keep,0,6.01,Keep 'IWHIS134' as scheduled at 07:06. Current placement is acceptable. Estimated effectiveness 24.1/100.,0,0.4752,0.0
2018-07-24,2018-07-24 07:06:29,Viasat History CEE,VWOPIN,keep,0,2.48,Keep 'VWOPIN' as scheduled at 07:06. Current placement is acceptable. Estimated effectiveness 24.7/100.,0,0.4752,0.0
2018-07-24,2018-07-24 07:22:21,Viasat History CEE,,keep,0,,Keep 'nan' as scheduled at 07:22. Current placement is acceptable. Estimated effectiveness nan/100.,0,0.4752,0.0
2018-07-24,2018-07-24 07:22:21,Viasat History CEE,VWOPOUT,keep,0,4.47,Keep 'VWOPOUT' as scheduled at 07:22. Current placement is acceptable. Estimated effectiveness 21.1/100.,0,0.4752,0.0
2018-07-24,2018-07-24 07:22:22,Viasat History CEE,VW02684,keep,0,7.29,Keep 'VW02684' as scheduled at 07:22. Current placement is acceptable. Estimated effectiveness 13.0/100.,0,0.4752,0.0
2018-07-24,2018-07-24 07:22:37,Viasat History CEE,VW02733,keep,0,7.08,Keep 'VW02733' as scheduled at 07:22. Current placement is acceptable. Estimated effectiveness 21.5/100.,0,0.4752,0.0
2018-07-24,2018-07-24 07:23:07,Viasat History CEE,VW02730,keep,0,5.43,Keep 'VW02730' as scheduled at 07:23. Current placement is acceptable. Estimated effectiveness 23.1/100.,0,0.4752,0.0
2018-07-24,2018-07-24 07:23:37,Viasat History CEE,VW02717,move_to_early_prime,30,9.63,Move 'VW02717' from 07:23 to move to early prime (+30 min). Estimated uplift 9.6 points from 18.9 to 28.5.,0,0.4752,0.0
2018-07-24,2018-07-24 07:24:07,Viasat History CEE,IWHIS134,keep,0,7.4,Keep 'IWHIS134' as scheduled at 07:24. Current placement is acceptable. Estimated effectiveness 21.1/100.,0,0.4752,0.0
2018-07-24,2018-07-24 07:24:17,Viasat History CEE,VWOPIN,keep,0,3.81,Keep 'VWOPIN' as scheduled at 07:24. Current placement is acceptable. Estimated effectiveness 21.7/100.,0,0.4752,0.0
2018-07-24,2018-07-24 08:00:48,Viasat History CEE,VWOPOUT,keep,0,4.55,Keep 'VWOPOUT' as scheduled at 08:00. Current placement is acceptable. Estimated effectiveness 19.4/100.,0,0.4752,0.0
2018-07-24,2018-07-24 08:00:48,Viasat History CEE,,keep,0,,Keep 'nan' as scheduled at 08:00. Current placement is acceptable. Estimated effectiveness nan/100.,0,0.4752,0.0
2018-07-24,2018-07-24 08:00:49,Viasat History CEE,VW02684,keep,0,6.27,Keep 'VW02684' as scheduled at 08:00. Current placement is acceptable. Estimated effectiveness 12.4/100.,0,0.4752,0.0
2018-07-24,2018-07-24 08:01:04,Viasat History CEE,VW02733,move_to_early_prime,30,10.68,Move 'VW02733' from 08:01 to move to early prime (+30 min). Estimated uplift 10.7 points from 16.3 to 26.9.,0,0.4752,0.0
2018-07-24,2018-07-24 08:01:34,Viasat History CEE,VW02730,move_to_early_prime,30,10.28,Move 'VW02730' from 08:01 to move to early prime (+30 min). Estimated uplift 10.3 points from 16.7 to 26.9.,0,0.4752,0.0
2018-07-24,2018-07-24 08:02:04,Viasat History CEE,VW02717,keep,0,7.76,Keep 'VW02717' as scheduled at 08:02. Current placement is acceptable. Estimated effectiveness 19.2/100.,0,0.4752,0.0
2018-07-24,2018-07-24 08:02:34,Viasat History CEE,IWHIS134,move_to_early_prime,30,10.64,Move 'IWHIS134' from 08:02 to move to early prime (+30 min). Estimated uplift 10.6 points from 16.3 to 26.9.,0,0.4752,0.0
2018-07-24,2018-07-24 08:02:44,Viasat History CEE,VWOPIN,move_to_early_prime,30,9.53,Move 'VWOPIN' from 08:02 to move to early prime (+30 min). Estimated uplift 9.5 points from 14.4 to 23.9.,0,0.4752,0.0
2018-07-24,2018-07-24 08:18:53,Viasat History CEE,,keep,0,,Keep 'nan' as scheduled at 08:18. Current placement is acceptable. Estimated effectiveness nan/100.,0,0.4752,0.0
2018-07-24,2018-07-24 08:18:53,Viasat History CEE,VWOPOUT,keep,0,0.71,Keep 'VWOPOUT' as scheduled at 08:18. Current placement is acceptable. Estimated effectiveness 32.8/100.,0,0.4752,0.0
2018-07-24,2018-07-24 08:18:54,Viasat History CEE,VW02684,keep,0,0.0,Keep 'VW02684' as scheduled at 08:18. Current placement is acceptable. Estimated effectiveness 32.3/100.,0,0.4752,0.0
2018-07-24,2018-07-24 08:19:09,Viasat History CEE,VW02733,keep,0,0.34,Keep 'VW02733' as scheduled at 08:19. Current placement is acceptable. Estimated effectiveness 36.2/100.,0,0.4752,0.0
2018-07-24,2018-07-24 08:19:39,Viasat History CEE,VW02730,keep,0,0.0,Keep 'VW02730' as scheduled at 08:19. Current placement is acceptable. Estimated effectiveness 41.3/100.,0,0.4752,0.0
2018-07-24,2018-07-24 08:20:09,Viasat History CEE,VW02717,keep,0,0.0,Keep 'VW02717' as scheduled at 08:20. Current placement is acceptable. Estimated effectiveness 38.6/100.,0,0.4752,0.0
2018-07-24,2018-07-24 08:20:39,Viasat History CEE,IWHIS134,keep,0,0.0,Keep 'IWHIS134' as scheduled at 08:20. Current placement is acceptable. Estimated effectiveness 39.4/100.,0,0.4752,0.0
2018-07-24,2018-07-24 08:20:49,Viasat History CEE,VWOPIN,keep,0,0.0,Keep 'VWOPIN' as scheduled at 08:20. Current placement is acceptable. Estimated effectiveness 33.7/100.,0,0.4752,0.0
2018-07-24,2018-07-24 08:36:56,Viasat History CEE,VWOPOUT,keep,0,0.0,Keep 'VWOPOUT' as scheduled at 08:36. Current placement is acceptable. Estimated effectiveness 32.2/100.,0,0.4752,0.0
2018-07-24,2018-07-24 08:36:56,Viasat History CEE,,keep,0,,Keep 'nan' as scheduled at 08:36. Current placement is acceptable. Estimated effectiveness nan/100.,0,0.4752,0.0
2018-07-24,2018-07-24 08:36:57,Viasat History CEE,VW02684,keep,0,6.52,Keep 'VW02684' as scheduled at 08:36. Current placement is acceptable. Estimated effectiveness 20.1/100.,0,0.4752,0.0
2018-07-24,2018-07-24 08:37:12,Viasat History CEE,VW02733,keep,0,0.0,Keep 'VW02733' as scheduled at 08:37. Current placement is acceptable. Estimated effectiveness 37.6/100.,0,0.4752,0.0
2018-07-24,2018-07-24 08:37:42,Viasat History CEE,VW02730,keep,0,3.1,Keep 'VW02730' as scheduled at 08:37. Current placement is acceptable. Estimated effectiveness 31.8/100.,0,0.4752,0.0
2018-07-24,2018-07-24 08:38:12,Viasat History CEE,VW02717,keep,0,7.92,Keep 'VW02717' as scheduled at 08:38. Current placement is acceptable. Estimated effectiveness 27.0/100.,0,0.4752,0.0
2018-07-24,2018-07-24 08:38:42,Viasat History CEE,IWHIS134,keep,0,0.0,Keep 'IWHIS134' as scheduled at 08:38. Current placement is acceptable. Estimated effectiveness 35.5/100.,0,0.4752,0.0
2018-07-24,2018-07-24 08:38:52,Viasat History CEE,VWOPIN,keep,0,0.42,Keep 'VWOPIN' as scheduled at 08:38. Current placement is acceptable. Estimated effectiveness 31.5/100.,0,0.4752,0.0
2018-07-24,2018-07-24 08:50:39,Viasat History CEE,VWOPOUT,keep,0,5.6,Keep 'VWOPOUT' as scheduled at 08:50. Current placement is acceptable. Estimated effectiveness 24.7/100.,0,0.4752,0.0
2018-07-24,2018-07-24 08:50:39,Viasat History CEE,,keep,0,,Keep 'nan' as scheduled at 08:50. Current placement is acceptable. Estimated effectiveness nan/100.,0,0.4752,0.0
2018-07-24,2018-07-24 08:50:40,Viasat History CEE,VW02684,keep,0,3.11,Keep 'VW02684' as scheduled at 08:50. Current placement is acceptable. Estimated effectiveness 21.9/100.,0,0.4752,0.0
2018-07-24,2018-07-24 08:50:55,Viasat History CEE,VW02733,keep,0,3.92,Keep 'VW02733' as scheduled at 08:50. Current placement is acceptable. Estimated effectiveness 29.4/100.,0,0.4752,0.0
2018-07-24,2018-07-24 08:51:25,Viasat History CEE,VW02730,keep,0,1.11,Keep 'VW02730' as scheduled at 08:51. Current placement is acceptable. Estimated effectiveness 32.2/100.,0,0.4752,0.0
2018-07-24,2018-07-24 08:51:55,Viasat History CEE,VW02717,keep,0,1.81,Keep 'VW02717' as scheduled at 08:51. Current placement is acceptable. Estimated effectiveness 31.5/100.,0,0.4752,0.0
